"response","id","age","male","action","intention","contact"
5,"97;062",62,1,0,0,1
5,"97;062",62,1,0,0,1
5,"97;062",62,1,0,1,1
5,"97;062",62,1,0,1,1
3,"97;062",62,1,0,1,1
5,"97;062",62,1,1,0,0
5,"97;062",62,1,1,0,0
5,"97;062",62,1,1,0,0
5,"97;062",62,1,1,0,0
5,"97;062",62,1,1,0,0
2,"97;062",62,1,1,0,0
5,"97;062",62,1,1,0,0
5,"97;062",62,1,0,0,0
5,"97;062",62,1,0,0,0
5,"97;062",62,1,0,0,0
5,"97;062",62,1,0,0,0
5,"97;062",62,1,0,0,0
5,"97;062",62,1,1,1,0
5,"97;062",62,1,1,1,0
3,"97;062",62,1,1,1,0
5,"97;062",62,1,1,1,0
2,"97;062",62,1,1,1,0
3,"97;062",62,1,0,1,0
5,"97;062",62,1,0,1,0
6,"97;062",62,1,0,1,0
5,"97;062",62,1,0,1,0
6,"97;062",62,1,0,1,0
5,"97;062",62,1,0,1,0
5,"97;062",62,1,1,0,0
1,"97;067",38,0,0,0,1
2,"97;067",38,0,0,0,1
3,"97;067",38,0,0,0,1
1,"97;067",38,0,0,1,1
1,"97;067",38,0,0,1,1
1,"97;067",38,0,0,1,1
4,"97;067",38,0,1,0,0
2,"97;067",38,0,1,0,0
5,"97;067",38,0,1,0,0
4,"97;067",38,0,1,0,0
1,"97;067",38,0,1,0,0
2,"97;067",38,0,1,0,0
2,"97;067",38,0,1,0,0
6,"97;067",38,0,0,0,0
4,"97;067",38,0,0,0,0
6,"97;067",38,0,0,0,0
2,"97;067",38,0,0,0,0
4,"97;067",38,0,0,0,0
4,"97;067",38,0,1,1,0
2,"97;067",38,0,1,1,0
1,"97;067",38,0,1,1,0
4,"97;067",38,0,1,1,0
1,"97;067",38,0,1,1,0
2,"97;067",38,0,0,1,0
7,"97;067",38,0,0,1,0
6,"97;067",38,0,0,1,0
6,"97;067",38,0,0,1,0
4,"97;067",38,0,0,1,0
2,"97;067",38,0,0,1,0
2,"97;067",38,0,1,0,0
5,"97;069",57,1,0,0,1
6,"97;069",57,1,0,0,1
6,"97;069",57,1,0,0,1
1,"97;069",57,1,0,1,1
6,"97;069",57,1,0,1,1
5,"97;069",57,1,0,1,1
6,"97;069",57,1,1,0,0
5,"97;069",57,1,1,0,0
6,"97;069",57,1,1,0,0
6,"97;069",57,1,1,0,0
5,"97;069",57,1,1,0,0
7,"97;069",57,1,1,0,0
5,"97;069",57,1,1,0,0
6,"97;069",57,1,0,0,0
5,"97;069",57,1,0,0,0
5,"97;069",57,1,0,0,0
5,"97;069",57,1,0,0,0
5,"97;069",57,1,0,0,0
5,"97;069",57,1,1,1,0
5,"97;069",57,1,1,1,0
1,"97;069",57,1,1,1,0
5,"97;069",57,1,1,1,0
7,"97;069",57,1,1,1,0
2,"97;069",57,1,0,1,0
5,"97;069",57,1,0,1,0
5,"97;069",57,1,0,1,0
5,"97;069",57,1,0,1,0
5,"97;069",57,1,0,1,0
3,"97;069",57,1,0,1,0
5,"97;069",57,1,1,0,0
6,"97;088",61,0,0,0,1
6,"97;088",61,0,0,0,1
6,"97;088",61,0,0,0,1
3,"97;088",61,0,0,1,1
6,"97;088",61,0,0,1,1
5,"97;088",61,0,0,1,1
6,"97;088",61,0,1,0,0
3,"97;088",61,0,1,0,0
4,"97;088",61,0,1,0,0
6,"97;088",61,0,1,0,0
5,"97;088",61,0,1,0,0
3,"97;088",61,0,1,0,0
5,"97;088",61,0,1,0,0
2,"97;088",61,0,0,0,0
4,"97;088",61,0,0,0,0
4,"97;088",61,0,0,0,0
7,"97;088",61,0,0,0,0
7,"97;088",61,0,0,0,0
2,"97;088",61,0,1,1,0
3,"97;088",61,0,1,1,0
3,"97;088",61,0,1,1,0
4,"97;088",61,0,1,1,0
5,"97;088",61,0,1,1,0
6,"97;088",61,0,0,1,0
5,"97;088",61,0,0,1,0
4,"97;088",61,0,0,1,0
6,"97;088",61,0,0,1,0
6,"97;088",61,0,0,1,0
5,"97;088",61,0,0,1,0
5,"97;088",61,0,1,0,0
4,"97;110",25,1,0,0,1
1,"97;110",25,1,0,0,1
2,"97;110",25,1,0,0,1
1,"97;110",25,1,0,1,1
1,"97;110",25,1,0,1,1
1,"97;110",25,1,0,1,1
7,"97;110",25,1,1,0,0
2,"97;110",25,1,1,0,0
2,"97;110",25,1,1,0,0
6,"97;110",25,1,1,0,0
4,"97;110",25,1,1,0,0
7,"97;110",25,1,1,0,0
1,"97;110",25,1,1,0,0
4,"97;110",25,1,0,0,0
3,"97;110",25,1,0,0,0
7,"97;110",25,1,0,0,0
2,"97;110",25,1,0,0,0
2,"97;110",25,1,0,0,0
2,"97;110",25,1,1,1,0
1,"97;110",25,1,1,1,0
1,"97;110",25,1,1,1,0
7,"97;110",25,1,1,1,0
7,"97;110",25,1,1,1,0
5,"97;110",25,1,0,1,0
7,"97;110",25,1,0,1,0
1,"97;110",25,1,0,1,0
1,"97;110",25,1,0,1,0
7,"97;110",25,1,0,1,0
2,"97;110",25,1,0,1,0
2,"97;110",25,1,1,0,0
4,"97;113",41,1,0,0,1
1,"97;113",41,1,0,0,1
1,"97;113",41,1,0,0,1
1,"97;113",41,1,0,1,1
1,"97;113",41,1,0,1,1
1,"97;113",41,1,0,1,1
7,"97;113",41,1,1,0,0
7,"97;113",41,1,1,0,0
1,"97;113",41,1,1,0,0
7,"97;113",41,1,1,0,0
7,"97;113",41,1,1,0,0
1,"97;113",41,1,1,0,0
1,"97;113",41,1,1,0,0
7,"97;113",41,1,0,0,0
7,"97;113",41,1,0,0,0
1,"97;113",41,1,0,0,0
1,"97;113",41,1,0,0,0
1,"97;113",41,1,0,0,0
1,"97;113",41,1,1,1,0
1,"97;113",41,1,1,1,0
1,"97;113",41,1,1,1,0
7,"97;113",41,1,1,1,0
1,"97;113",41,1,1,1,0
1,"97;113",41,1,0,1,0
4,"97;113",41,1,0,1,0
1,"97;113",41,1,0,1,0
1,"97;113",41,1,0,1,0
7,"97;113",41,1,0,1,0
1,"97;113",41,1,0,1,0
1,"97;113",41,1,1,0,0
2,"97;123",58,0,0,0,1
4,"97;123",58,0,0,0,1
1,"97;123",58,0,0,0,1
1,"97;123",58,0,0,1,1
1,"97;123",58,0,0,1,1
1,"97;123",58,0,0,1,1
3,"97;123",58,0,1,0,0
2,"97;123",58,0,1,0,0
3,"97;123",58,0,1,0,0
4,"97;123",58,0,1,0,0
4,"97;123",58,0,1,0,0
4,"97;123",58,0,1,0,0
1,"97;123",58,0,1,0,0
6,"97;123",58,0,0,0,0
3,"97;123",58,0,0,0,0
5,"97;123",58,0,0,0,0
4,"97;123",58,0,0,0,0
4,"97;123",58,0,0,0,0
1,"97;123",58,0,1,1,0
4,"97;123",58,0,1,1,0
1,"97;123",58,0,1,1,0
2,"97;123",58,0,1,1,0
3,"97;123",58,0,1,1,0
1,"97;123",58,0,0,1,0
5,"97;123",58,0,0,1,0
4,"97;123",58,0,0,1,0
2,"97;123",58,0,0,1,0
4,"97;123",58,0,0,1,0
3,"97;123",58,0,0,1,0
2,"97;123",58,0,1,0,0
5,"97;139",37,1,0,0,1
5,"97;139",37,1,0,0,1
4,"97;139",37,1,0,0,1
2,"97;139",37,1,0,1,1
4,"97;139",37,1,0,1,1
4,"97;139",37,1,0,1,1
6,"97;139",37,1,1,0,0
4,"97;139",37,1,1,0,0
4,"97;139",37,1,1,0,0
5,"97;139",37,1,1,0,0
5,"97;139",37,1,1,0,0
4,"97;139",37,1,1,0,0
4,"97;139",37,1,1,0,0
4,"97;139",37,1,0,0,0
4,"97;139",37,1,0,0,0
4,"97;139",37,1,0,0,0
6,"97;139",37,1,0,0,0
4,"97;139",37,1,0,0,0
2,"97;139",37,1,1,1,0
4,"97;139",37,1,1,1,0
1,"97;139",37,1,1,1,0
4,"97;139",37,1,1,1,0
4,"97;139",37,1,1,1,0
1,"97;139",37,1,0,1,0
4,"97;139",37,1,0,1,0
4,"97;139",37,1,0,1,0
5,"97;139",37,1,0,1,0
6,"97;139",37,1,0,1,0
4,"97;139",37,1,0,1,0
4,"97;139",37,1,1,0,0
5,"97;142",29,1,0,0,1
4,"97;142",29,1,0,0,1
4,"97;142",29,1,0,0,1
3,"97;142",29,1,0,1,1
2,"97;142",29,1,0,1,1
2,"97;142",29,1,0,1,1
5,"97;142",29,1,1,0,0
2,"97;142",29,1,1,0,0
4,"97;142",29,1,1,0,0
3,"97;142",29,1,1,0,0
5,"97;142",29,1,1,0,0
3,"97;142",29,1,1,0,0
5,"97;142",29,1,1,0,0
3,"97;142",29,1,0,0,0
4,"97;142",29,1,0,0,0
2,"97;142",29,1,0,0,0
5,"97;142",29,1,0,0,0
4,"97;142",29,1,0,0,0
3,"97;142",29,1,1,1,0
3,"97;142",29,1,1,1,0
1,"97;142",29,1,1,1,0
5,"97;142",29,1,1,1,0
3,"97;142",29,1,1,1,0
2,"97;142",29,1,0,1,0
1,"97;142",29,1,0,1,0
5,"97;142",29,1,0,1,0
4,"97;142",29,1,0,1,0
3,"97;142",29,1,0,1,0
3,"97;142",29,1,0,1,0
6,"97;142",29,1,1,0,0
6,"97;145",27,1,0,0,1
6,"97;145",27,1,0,0,1
6,"97;145",27,1,0,0,1
4,"97;145",27,1,0,1,1
6,"97;145",27,1,0,1,1
4,"97;145",27,1,0,1,1
5,"97;145",27,1,1,0,0
5,"97;145",27,1,1,0,0
4,"97;145",27,1,1,0,0
7,"97;145",27,1,1,0,0
5,"97;145",27,1,1,0,0
5,"97;145",27,1,1,0,0
4,"97;145",27,1,1,0,0
7,"97;145",27,1,0,0,0
6,"97;145",27,1,0,0,0
2,"97;145",27,1,0,0,0
6,"97;145",27,1,0,0,0
6,"97;145",27,1,0,0,0
3,"97;145",27,1,1,1,0
5,"97;145",27,1,1,1,0
3,"97;145",27,1,1,1,0
4,"97;145",27,1,1,1,0
5,"97;145",27,1,1,1,0
6,"97;145",27,1,0,1,0
5,"97;145",27,1,0,1,0
5,"97;145",27,1,0,1,0
5,"97;145",27,1,0,1,0
6,"97;145",27,1,0,1,0
5,"97;145",27,1,0,1,0
5,"97;145",27,1,1,0,0
4,"97;148",32,0,0,0,1
4,"97;148",32,0,0,0,1
3,"97;148",32,0,0,0,1
3,"97;148",32,0,0,1,1
3,"97;148",32,0,0,1,1
2,"97;148",32,0,0,1,1
4,"97;148",32,0,1,0,0
3,"97;148",32,0,1,0,0
3,"97;148",32,0,1,0,0
5,"97;148",32,0,1,0,0
4,"97;148",32,0,1,0,0
4,"97;148",32,0,1,0,0
3,"97;148",32,0,1,0,0
4,"97;148",32,0,0,0,0
5,"97;148",32,0,0,0,0
4,"97;148",32,0,0,0,0
3,"97;148",32,0,0,0,0
4,"97;148",32,0,0,0,0
3,"97;148",32,0,1,1,0
3,"97;148",32,0,1,1,0
3,"97;148",32,0,1,1,0
2,"97;148",32,0,1,1,0
4,"97;148",32,0,1,1,0
3,"97;148",32,0,0,1,0
5,"97;148",32,0,0,1,0
5,"97;148",32,0,0,1,0
4,"97;148",32,0,0,1,0
2,"97;148",32,0,0,1,0
3,"97;148",32,0,0,1,0
4,"97;148",32,0,1,0,0
3,"97;166",46,1,0,0,1
4,"97;166",46,1,0,0,1
2,"97;166",46,1,0,0,1
2,"97;166",46,1,0,1,1
1,"97;166",46,1,0,1,1
1,"97;166",46,1,0,1,1
4,"97;166",46,1,1,0,0
4,"97;166",46,1,1,0,0
2,"97;166",46,1,1,0,0
4,"97;166",46,1,1,0,0
3,"97;166",46,1,1,0,0
3,"97;166",46,1,1,0,0
3,"97;166",46,1,1,0,0
4,"97;166",46,1,0,0,0
4,"97;166",46,1,0,0,0
3,"97;166",46,1,0,0,0
3,"97;166",46,1,0,0,0
2,"97;166",46,1,0,0,0
2,"97;166",46,1,1,1,0
2,"97;166",46,1,1,1,0
1,"97;166",46,1,1,1,0
2,"97;166",46,1,1,1,0
2,"97;166",46,1,1,1,0
3,"97;166",46,1,0,1,0
3,"97;166",46,1,0,1,0
3,"97;166",46,1,0,1,0
2,"97;166",46,1,0,1,0
4,"97;166",46,1,0,1,0
3,"97;166",46,1,0,1,0
2,"97;166",46,1,1,0,0
4,"97;171",49,0,0,0,1
4,"97;171",49,0,0,0,1
4,"97;171",49,0,0,0,1
4,"97;171",49,0,0,1,1
4,"97;171",49,0,0,1,1
4,"97;171",49,0,0,1,1
4,"97;171",49,0,1,0,0
4,"97;171",49,0,1,0,0
4,"97;171",49,0,1,0,0
4,"97;171",49,0,1,0,0
4,"97;171",49,0,1,0,0
4,"97;171",49,0,1,0,0
4,"97;171",49,0,1,0,0
4,"97;171",49,0,0,0,0
4,"97;171",49,0,0,0,0
4,"97;171",49,0,0,0,0
4,"97;171",49,0,0,0,0
4,"97;171",49,0,0,0,0
4,"97;171",49,0,1,1,0
4,"97;171",49,0,1,1,0
4,"97;171",49,0,1,1,0
4,"97;171",49,0,1,1,0
4,"97;171",49,0,1,1,0
4,"97;171",49,0,0,1,0
4,"97;171",49,0,0,1,0
4,"97;171",49,0,0,1,0
4,"97;171",49,0,0,1,0
4,"97;171",49,0,0,1,0
4,"97;171",49,0,0,1,0
4,"97;171",49,0,1,0,0
6,"97;174",29,0,0,0,1
7,"97;174",29,0,0,0,1
5,"97;174",29,0,0,0,1
6,"97;174",29,0,0,1,1
7,"97;174",29,0,0,1,1
2,"97;174",29,0,0,1,1
6,"97;174",29,0,1,0,0
5,"97;174",29,0,1,0,0
6,"97;174",29,0,1,0,0
6,"97;174",29,0,1,0,0
7,"97;174",29,0,1,0,0
6,"97;174",29,0,1,0,0
6,"97;174",29,0,1,0,0
6,"97;174",29,0,0,0,0
6,"97;174",29,0,0,0,0
6,"97;174",29,0,0,0,0
6,"97;174",29,0,0,0,0
5,"97;174",29,0,0,0,0
5,"97;174",29,0,1,1,0
7,"97;174",29,0,1,1,0
6,"97;174",29,0,1,1,0
6,"97;174",29,0,1,1,0
6,"97;174",29,0,1,1,0
5,"97;174",29,0,0,1,0
7,"97;174",29,0,0,1,0
5,"97;174",29,0,0,1,0
6,"97;174",29,0,0,1,0
6,"97;174",29,0,0,1,0
6,"97;174",29,0,0,1,0
6,"97;174",29,0,1,0,0
7,"97;177",18,0,0,0,1
5,"97;177",18,0,0,0,1
5,"97;177",18,0,0,0,1
4,"97;177",18,0,0,1,1
6,"97;177",18,0,0,1,1
3,"97;177",18,0,0,1,1
6,"97;177",18,0,1,0,0
5,"97;177",18,0,1,0,0
5,"97;177",18,0,1,0,0
4,"97;177",18,0,1,0,0
4,"97;177",18,0,1,0,0
4,"97;177",18,0,1,0,0
6,"97;177",18,0,1,0,0
6,"97;177",18,0,0,0,0
4,"97;177",18,0,0,0,0
4,"97;177",18,0,0,0,0
6,"97;177",18,0,0,0,0
4,"97;177",18,0,0,0,0
6,"97;177",18,0,1,1,0
5,"97;177",18,0,1,1,0
3,"97;177",18,0,1,1,0
6,"97;177",18,0,1,1,0
5,"97;177",18,0,1,1,0
5,"97;177",18,0,0,1,0
4,"97;177",18,0,0,1,0
6,"97;177",18,0,0,1,0
4,"97;177",18,0,0,1,0
6,"97;177",18,0,0,1,0
4,"97;177",18,0,0,1,0
5,"97;177",18,0,1,0,0
2,"97;185",36,0,0,0,1
3,"97;185",36,0,0,0,1
3,"97;185",36,0,0,0,1
1,"97;185",36,0,0,1,1
1,"97;185",36,0,0,1,1
1,"97;185",36,0,0,1,1
4,"97;185",36,0,1,0,0
2,"97;185",36,0,1,0,0
5,"97;185",36,0,1,0,0
4,"97;185",36,0,1,0,0
3,"97;185",36,0,1,0,0
2,"97;185",36,0,1,0,0
3,"97;185",36,0,1,0,0
7,"97;185",36,0,0,0,0
6,"97;185",36,0,0,0,0
7,"97;185",36,0,0,0,0
4,"97;185",36,0,0,0,0
4,"97;185",36,0,0,0,0
1,"97;185",36,0,1,1,0
3,"97;185",36,0,1,1,0
1,"97;185",36,0,1,1,0
2,"97;185",36,0,1,1,0
1,"97;185",36,0,1,1,0
3,"97;185",36,0,0,1,0
3,"97;185",36,0,0,1,0
4,"97;185",36,0,0,1,0
4,"97;185",36,0,0,1,0
6,"97;185",36,0,0,1,0
4,"97;185",36,0,0,1,0
2,"97;185",36,0,1,0,0
7,"97;194",37,0,0,0,1
5,"97;194",37,0,0,0,1
4,"97;194",37,0,0,0,1
1,"97;194",37,0,0,1,1
1,"97;194",37,0,0,1,1
1,"97;194",37,0,0,1,1
7,"97;194",37,0,1,0,0
4,"97;194",37,0,1,0,0
3,"97;194",37,0,1,0,0
7,"97;194",37,0,1,0,0
6,"97;194",37,0,1,0,0
3,"97;194",37,0,1,0,0
4,"97;194",37,0,1,0,0
1,"97;194",37,0,0,0,0
3,"97;194",37,0,0,0,0
4,"97;194",37,0,0,0,0
3,"97;194",37,0,0,0,0
2,"97;194",37,0,0,0,0
2,"97;194",37,0,1,1,0
3,"97;194",37,0,1,1,0
1,"97;194",37,0,1,1,0
3,"97;194",37,0,1,1,0
1,"97;194",37,0,1,1,0
4,"97;194",37,0,0,1,0
4,"97;194",37,0,0,1,0
1,"97;194",37,0,0,1,0
2,"97;194",37,0,0,1,0
5,"97;194",37,0,0,1,0
5,"97;194",37,0,0,1,0
6,"97;194",37,0,1,0,0
5,"97;201",34,1,0,0,1
5,"97;201",34,1,0,0,1
5,"97;201",34,1,0,0,1
5,"97;201",34,1,0,1,1
6,"97;201",34,1,0,1,1
5,"97;201",34,1,0,1,1
5,"97;201",34,1,1,0,0
5,"97;201",34,1,1,0,0
5,"97;201",34,1,1,0,0
5,"97;201",34,1,1,0,0
6,"97;201",34,1,1,0,0
5,"97;201",34,1,1,0,0
5,"97;201",34,1,1,0,0
5,"97;201",34,1,0,0,0
5,"97;201",34,1,0,0,0
5,"97;201",34,1,0,0,0
2,"97;201",34,1,0,0,0
5,"97;201",34,1,0,0,0
5,"97;201",34,1,1,1,0
5,"97;201",34,1,1,1,0
5,"97;201",34,1,1,1,0
5,"97;201",34,1,1,1,0
5,"97;201",34,1,1,1,0
3,"97;201",34,1,0,1,0
3,"97;201",34,1,0,1,0
5,"97;201",34,1,0,1,0
4,"97;201",34,1,0,1,0
6,"97;201",34,1,0,1,0
5,"97;201",34,1,0,1,0
3,"97;201",34,1,1,0,0
5,"97;205",39,1,0,0,1
6,"97;205",39,1,0,0,1
3,"97;205",39,1,0,0,1
3,"97;205",39,1,0,1,1
5,"97;205",39,1,0,1,1
3,"97;205",39,1,0,1,1
6,"97;205",39,1,1,0,0
5,"97;205",39,1,1,0,0
5,"97;205",39,1,1,0,0
7,"97;205",39,1,1,0,0
4,"97;205",39,1,1,0,0
3,"97;205",39,1,1,0,0
5,"97;205",39,1,1,0,0
7,"97;205",39,1,0,0,0
7,"97;205",39,1,0,0,0
7,"97;205",39,1,0,0,0
7,"97;205",39,1,0,0,0
7,"97;205",39,1,0,0,0
4,"97;205",39,1,1,1,0
5,"97;205",39,1,1,1,0
4,"97;205",39,1,1,1,0
5,"97;205",39,1,1,1,0
2,"97;205",39,1,1,1,0
7,"97;205",39,1,0,1,0
5,"97;205",39,1,0,1,0
7,"97;205",39,1,0,1,0
7,"97;205",39,1,0,1,0
7,"97;205",39,1,0,1,0
6,"97;205",39,1,0,1,0
4,"97;205",39,1,1,0,0
6,"97;215",10,1,0,0,1
6,"97;215",10,1,0,0,1
4,"97;215",10,1,0,0,1
5,"97;215",10,1,0,1,1
7,"97;215",10,1,0,1,1
5,"97;215",10,1,0,1,1
4,"97;215",10,1,1,0,0
3,"97;215",10,1,1,0,0
6,"97;215",10,1,1,0,0
7,"97;215",10,1,1,0,0
3,"97;215",10,1,1,0,0
5,"97;215",10,1,1,0,0
5,"97;215",10,1,1,0,0
7,"97;215",10,1,0,0,0
4,"97;215",10,1,0,0,0
5,"97;215",10,1,0,0,0
4,"97;215",10,1,0,0,0
3,"97;215",10,1,0,0,0
5,"97;215",10,1,1,1,0
7,"97;215",10,1,1,1,0
6,"97;215",10,1,1,1,0
5,"97;215",10,1,1,1,0
4,"97;215",10,1,1,1,0
6,"97;215",10,1,0,1,0
5,"97;215",10,1,0,1,0
5,"97;215",10,1,0,1,0
5,"97;215",10,1,0,1,0
2,"97;215",10,1,0,1,0
5,"97;215",10,1,0,1,0
5,"97;215",10,1,1,0,0
1,"97;218",35,1,0,0,1
5,"97;218",35,1,0,0,1
2,"97;218",35,1,0,0,1
2,"97;218",35,1,0,1,1
1,"97;218",35,1,0,1,1
1,"97;218",35,1,0,1,1
6,"97;218",35,1,1,0,0
1,"97;218",35,1,1,0,0
6,"97;218",35,1,1,0,0
5,"97;218",35,1,1,0,0
2,"97;218",35,1,1,0,0
5,"97;218",35,1,1,0,0
6,"97;218",35,1,1,0,0
6,"97;218",35,1,0,0,0
4,"97;218",35,1,0,0,0
2,"97;218",35,1,0,0,0
5,"97;218",35,1,0,0,0
1,"97;218",35,1,0,0,0
1,"97;218",35,1,1,1,0
1,"97;218",35,1,1,1,0
1,"97;218",35,1,1,1,0
6,"97;218",35,1,1,1,0
5,"97;218",35,1,1,1,0
4,"97;218",35,1,0,1,0
6,"97;218",35,1,0,1,0
1,"97;218",35,1,0,1,0
2,"97;218",35,1,0,1,0
5,"97;218",35,1,0,1,0
2,"97;218",35,1,0,1,0
6,"97;218",35,1,1,0,0
5,"97;225",30,1,0,0,1
4,"97;225",30,1,0,0,1
5,"97;225",30,1,0,0,1
3,"97;225",30,1,0,1,1
4,"97;225",30,1,0,1,1
4,"97;225",30,1,0,1,1
5,"97;225",30,1,1,0,0
4,"97;225",30,1,1,0,0
5,"97;225",30,1,1,0,0
5,"97;225",30,1,1,0,0
3,"97;225",30,1,1,0,0
3,"97;225",30,1,1,0,0
5,"97;225",30,1,1,0,0
5,"97;225",30,1,0,0,0
4,"97;225",30,1,0,0,0
5,"97;225",30,1,0,0,0
6,"97;225",30,1,0,0,0
5,"97;225",30,1,0,0,0
5,"97;225",30,1,1,1,0
5,"97;225",30,1,1,1,0
2,"97;225",30,1,1,1,0
5,"97;225",30,1,1,1,0
3,"97;225",30,1,1,1,0
5,"97;225",30,1,0,1,0
5,"97;225",30,1,0,1,0
6,"97;225",30,1,0,1,0
4,"97;225",30,1,0,1,0
6,"97;225",30,1,0,1,0
4,"97;225",30,1,0,1,0
5,"97;225",30,1,1,0,0
4,"97;230",47,1,0,0,1
2,"97;230",47,1,0,0,1
4,"97;230",47,1,0,0,1
2,"97;230",47,1,0,1,1
2,"97;230",47,1,0,1,1
2,"97;230",47,1,0,1,1
4,"97;230",47,1,1,0,0
4,"97;230",47,1,1,0,0
4,"97;230",47,1,1,0,0
2,"97;230",47,1,1,0,0
2,"97;230",47,1,1,0,0
2,"97;230",47,1,1,0,0
4,"97;230",47,1,1,0,0
4,"97;230",47,1,0,0,0
4,"97;230",47,1,0,0,0
5,"97;230",47,1,0,0,0
4,"97;230",47,1,0,0,0
4,"97;230",47,1,0,0,0
4,"97;230",47,1,1,1,0
3,"97;230",47,1,1,1,0
2,"97;230",47,1,1,1,0
6,"97;230",47,1,1,1,0
2,"97;230",47,1,1,1,0
4,"97;230",47,1,0,1,0
4,"97;230",47,1,0,1,0
6,"97;230",47,1,0,1,0
4,"97;230",47,1,0,1,0
4,"97;230",47,1,0,1,0
4,"97;230",47,1,0,1,0
4,"97;230",47,1,1,0,0
4,"97;244",20,0,0,0,1
6,"97;244",20,0,0,0,1
3,"97;244",20,0,0,0,1
1,"97;244",20,0,0,1,1
5,"97;244",20,0,0,1,1
1,"97;244",20,0,0,1,1
4,"97;244",20,0,1,0,0
4,"97;244",20,0,1,0,0
2,"97;244",20,0,1,0,0
7,"97;244",20,0,1,0,0
1,"97;244",20,0,1,0,0
3,"97;244",20,0,1,0,0
4,"97;244",20,0,1,0,0
7,"97;244",20,0,0,0,0
6,"97;244",20,0,0,0,0
5,"97;244",20,0,0,0,0
1,"97;244",20,0,0,0,0
5,"97;244",20,0,0,0,0
2,"97;244",20,0,1,1,0
5,"97;244",20,0,1,1,0
1,"97;244",20,0,1,1,0
1,"97;244",20,0,1,1,0
3,"97;244",20,0,1,1,0
6,"97;244",20,0,0,1,0
6,"97;244",20,0,0,1,0
7,"97;244",20,0,0,1,0
5,"97;244",20,0,0,1,0
5,"97;244",20,0,0,1,0
6,"97;244",20,0,0,1,0
3,"97;244",20,0,1,0,0
1,"97;245",34,1,0,0,1
1,"97;245",34,1,0,0,1
1,"97;245",34,1,0,0,1
1,"97;245",34,1,0,1,1
1,"97;245",34,1,0,1,1
1,"97;245",34,1,0,1,1
1,"97;245",34,1,1,0,0
1,"97;245",34,1,1,0,0
1,"97;245",34,1,1,0,0
1,"97;245",34,1,1,0,0
1,"97;245",34,1,1,0,0
1,"97;245",34,1,1,0,0
1,"97;245",34,1,1,0,0
7,"97;245",34,1,0,0,0
7,"97;245",34,1,0,0,0
7,"97;245",34,1,0,0,0
7,"97;245",34,1,0,0,0
7,"97;245",34,1,0,0,0
7,"97;245",34,1,1,1,0
1,"97;245",34,1,1,1,0
1,"97;245",34,1,1,1,0
1,"97;245",34,1,1,1,0
1,"97;245",34,1,1,1,0
7,"97;245",34,1,0,1,0
7,"97;245",34,1,0,1,0
1,"97;245",34,1,0,1,0
7,"97;245",34,1,0,1,0
7,"97;245",34,1,0,1,0
7,"97;245",34,1,0,1,0
1,"97;245",34,1,1,0,0
3,"97;248",43,0,0,0,1
5,"97;248",43,0,0,0,1
3,"97;248",43,0,0,0,1
1,"97;248",43,0,0,1,1
1,"97;248",43,0,0,1,1
1,"97;248",43,0,0,1,1
4,"97;248",43,0,1,0,0
4,"97;248",43,0,1,0,0
2,"97;248",43,0,1,0,0
7,"97;248",43,0,1,0,0
2,"97;248",43,0,1,0,0
4,"97;248",43,0,1,0,0
7,"97;248",43,0,1,0,0
7,"97;248",43,0,0,0,0
3,"97;248",43,0,0,0,0
7,"97;248",43,0,0,0,0
2,"97;248",43,0,0,0,0
4,"97;248",43,0,0,0,0
2,"97;248",43,0,1,1,0
1,"97;248",43,0,1,1,0
1,"97;248",43,0,1,1,0
2,"97;248",43,0,1,1,0
2,"97;248",43,0,1,1,0
4,"97;248",43,0,0,1,0
7,"97;248",43,0,0,1,0
2,"97;248",43,0,0,1,0
2,"97;248",43,0,0,1,0
7,"97;248",43,0,0,1,0
2,"97;248",43,0,0,1,0
2,"97;248",43,0,1,0,0
7,"97;251",50,1,0,0,1
4,"97;251",50,1,0,0,1
6,"97;251",50,1,0,0,1
1,"97;251",50,1,0,1,1
1,"97;251",50,1,0,1,1
1,"97;251",50,1,0,1,1
7,"97;251",50,1,1,0,0
6,"97;251",50,1,1,0,0
7,"97;251",50,1,1,0,0
6,"97;251",50,1,1,0,0
5,"97;251",50,1,1,0,0
6,"97;251",50,1,1,0,0
7,"97;251",50,1,1,0,0
7,"97;251",50,1,0,0,0
6,"97;251",50,1,0,0,0
2,"97;251",50,1,0,0,0
2,"97;251",50,1,0,0,0
6,"97;251",50,1,0,0,0
4,"97;251",50,1,1,1,0
4,"97;251",50,1,1,1,0
1,"97;251",50,1,1,1,0
7,"97;251",50,1,1,1,0
5,"97;251",50,1,1,1,0
2,"97;251",50,1,0,1,0
1,"97;251",50,1,0,1,0
1,"97;251",50,1,0,1,0
2,"97;251",50,1,0,1,0
7,"97;251",50,1,0,1,0
3,"97;251",50,1,0,1,0
6,"97;251",50,1,1,0,0
7,"97;264",57,1,0,0,1
7,"97;264",57,1,0,0,1
7,"97;264",57,1,0,0,1
7,"97;264",57,1,0,1,1
7,"97;264",57,1,0,1,1
7,"97;264",57,1,0,1,1
7,"97;264",57,1,1,0,0
7,"97;264",57,1,1,0,0
7,"97;264",57,1,1,0,0
7,"97;264",57,1,1,0,0
7,"97;264",57,1,1,0,0
7,"97;264",57,1,1,0,0
7,"97;264",57,1,1,0,0
